COVERAGE,YEAR,MONTH,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2007,January,Steel Metals and Minerals,Non-Coking Coal,Tons,1028481.0,426563.728,118.641,Final Figures.
National,2007,January,Steel Metals and Minerals,Coke,Tons,130186.0,372105.567,100.959,Final Figures.
National,2007,January,Steel Metals and Minerals,Iron Pellets,Tons,664676.0,398487.704,103.238,Final Figures.
National,2007,January,Steel Metals and Minerals,Manganese,Tons,2331.0,3305.733,16.463,Final Figures.
National,2007,January,Non-Metallic Minerals,Sulfur,Tons,93869.0,30116.861,108.196,Final Figures.
National,2007,January,Non-Metallic Minerals,Graphite,Tons,812.0,1128.604,134.79,Final Figures.
National,2007,January,Non-Metallic Minerals,Barite,Tons,17763.0,22262.101,152.183,Final Figures.
National,2007,January,Non-Metallic Minerals,Dolomite,Tons,96192.0,7860.906,93.542,Final Figures.
National,2007,January,Non-Metallic Minerals,Fluorite,Tons,73736.0,101683.566,83.66,Final Figures.
National,2007,January,Non-Metallic Minerals,Kaolin,Tons,7582.0,13051.23,106.924,Final Figures.
National,2007,January,Non-Metallic Minerals,Silica Sand,Tons,217770.0,90877.163,94.033,Final Figures.
National,2007,January,Non-Metallic Minerals,Gypsum,Tons,559475.0,47350.612,130.74,Final Figures.
National,2007,January,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,January,Non-Metallic Minerals,Wollastonite,Tons,6258.0,15060.878,160.311,Final Figures.
National,2007,January,Non-Metallic Minerals,Celestite,Tons,10822.0,5442.733,438.419,Final Figures.
National,2007,January,Non-Metallic Minerals,Feldspar,Tons,33572.0,13642.016,90.426,Final Figures.
National,2007,January,Non-Metallic Minerals,Salt,Tons,648493.0,90885.702,88.343,Final Figures.
National,2007,January,Non-Metallic Minerals,Diatomite,Tons,5641.0,20410.983,52.664,Final Figures.
National,2007,January,Non-Metallic Minerals,Sodium Sulfate,Tons,51500.0,55455.149,100.0,Final Figures.
National,2007,January,Non-Metallic Minerals,Magnesium Sulfate,Tons,1100.0,1347.168,30.66,Final Figures.
National,2007,February,Precious Metals,Gold,Kilograms,2288.8,537473.825,54.538,Final Figures.
National,2007,February,Precious Metals,Silver,Kilograms,155573.0,766803.901,69.972,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Lead,Tons,7860.0,153766.552,93.641,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Copper,Tons,32543.0,2030684.196,145.379,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Zinc,Tons,38017.0,1383100.031,114.824,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Antimony,Tons,22.0,0.0,69.474,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Arsenic,Tons,115.0,1026.506,269.006,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Bismuth,Tons,100.0,19366.845,106.007,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Tin,Tons,1.0,146.94,80.0,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Cadmium,Tons,126.0,6635.541,97.548,Final Figures.
National,2007,February,Non-Ferrous Industrial Metals,Molybdenum,Tons,563.0,344517.519,86.482,Final Figures.
National,2007,February,Steel Metals and Minerals,Non-Coking Coal,Tons,1023208.0,419933.837,118.032,Final Figures.
National,2007,February,Steel Metals and Minerals,Coke,Tons,117434.0,327778.728,91.07,Final Figures.
National,2007,February,Steel Metals and Minerals,Iron Pellets,Tons,603805.0,358953.879,93.783,Final Figures.
National,2007,February,Steel Metals and Minerals,Manganese,Tons,18019.0,25671.54,127.262,Final Figures.
National,2007,February,Non-Metallic Minerals,Sulfur,Tons,87753.0,28485.59,101.146,Final Figures.
National,2007,February,Non-Metallic Minerals,Graphite,Tons,891.0,1257.244,147.904,Final Figures.
National,2007,February,Non-Metallic Minerals,Barite,Tons,14395.0,18005.439,123.328,Final Figures.
National,2007,February,Non-Metallic Minerals,Dolomite,Tons,81585.0,7370.552,79.338,Final Figures.
National,2007,February,Non-Metallic Minerals,Fluorite,Tons,69803.0,96780.952,79.198,Final Figures.
National,2007,February,Non-Metallic Minerals,Kaolin,Tons,8291.0,18382.958,116.923,Final Figures.
National,2007,February,Non-Metallic Minerals,Silica Sand,Tons,223637.0,94040.029,96.566,Final Figures.
National,2007,February,Non-Metallic Minerals,Gypsum,Tons,546454.0,49637.171,127.697,Final Figures.
National,2007,February,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,February,Non-Metallic Minerals,Wollastonite,Tons,6495.0,16915.039,166.382,Final Figures.
National,2007,February,Non-Metallic Minerals,Celestite,Tons,12701.0,6426.177,514.54,Final Figures.
National,2007,February,Non-Metallic Minerals,Feldspar,Tons,34117.0,13230.095,91.894,Final Figures.
National,2007,February,Non-Metallic Minerals,Salt,Tons,564668.0,92524.835,76.924,Final Figures.
National,2007,February,Non-Metallic Minerals,Diatomite,Tons,7232.0,17118.484,67.517,Final Figures.
National,2007,February,Non-Metallic Minerals,Sodium Sulfate,Tons,45500.0,47770.268,88.35,Final Figures.
National,2007,February,Non-Metallic Minerals,Magnesium Sulfate,Tons,2600.0,3154.432,72.469,Final Figures.
National,2007,March,Precious Metals,Gold,Kilograms,3430.4,803190.598,81.723,Final Figures.
National,2007,March,Precious Metals,Silver,Kilograms,192343.0,905168.851,86.51,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Lead,Tons,9319.0,198358.199,111.023,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Copper,Tons,37316.0,2677528.349,166.701,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Zinc,Tons,37107.0,1349866.335,112.076,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Antimony,Tons,20.0,0.0,63.158,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Arsenic,Tons,201.0,1803.399,470.175,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Bismuth,Tons,101.0,24417.195,107.067,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Tin,Tons,1.0,159.127,80.0,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Cadmium,Tons,143.0,7879.87,110.71,Final Figures.
National,2007,March,Non-Ferrous Industrial Metals,Molybdenum,Tons,665.0,449058.296,102.151,Final Figures.
National,2007,March,Steel Metals and Minerals,Non-Coking Coal,Tons,1135725.0,467280.312,131.012,Final Figures.
National,2007,March,Steel Metals and Minerals,Coke,Tons,131138.0,367863.072,101.697,Final Figures.
National,2007,March,Steel Metals and Minerals,Iron Pellets,Tons,585050.0,304129.919,90.87,Final Figures.
National,2007,March,Steel Metals and Minerals,Manganese,Tons,16808.0,24223.536,118.709,Final Figures.
National,2007,March,Non-Metallic Minerals,Sulfur,Tons,95966.0,27185.943,110.613,Final Figures.
National,2007,March,Non-Metallic Minerals,Graphite,Tons,1204.0,1609.872,199.862,Final Figures.
National,2007,March,Non-Metallic Minerals,Barite,Tons,23153.0,28930.762,198.361,Final Figures.
National,2007,March,Non-Metallic Minerals,Dolomite,Tons,95144.0,8359.12,92.522,Final Figures.
National,2007,March,Non-Metallic Minerals,Fluorite,Tons,59911.0,85351.068,67.975,Final Figures.
National,2007,March,Non-Metallic Minerals,Kaolin,Tons,8327.0,14567.559,117.416,Final Figures.
National,2007,March,Non-Metallic Minerals,Silica Sand,Tons,288243.0,120499.41,124.463,Final Figures.
National,2007,March,Non-Metallic Minerals,Gypsum,Tons,600744.0,53666.865,140.384,Final Figures.
National,2007,March,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,March,Non-Metallic Minerals,Wollastonite,Tons,4758.0,15227.755,121.885,Final Figures.
National,2007,March,Non-Metallic Minerals,Celestite,Tons,13046.0,6638.566,528.517,Final Figures.
National,2007,March,Non-Metallic Minerals,Feldspar,Tons,40297.0,16746.265,108.539,Final Figures.
National,2007,March,Non-Metallic Minerals,Salt,Tons,652126.0,121948.842,88.838,Final Figures.
National,2007,March,Non-Metallic Minerals,Diatomite,Tons,6950.0,16270.562,64.885,Final Figures.
National,2007,March,Non-Metallic Minerals,Sodium Sulfate,Tons,52000.0,55349.008,100.971,Final Figures.
National,2007,March,Non-Metallic Minerals,Magnesium Sulfate,Tons,3400.0,4299.344,94.767,Final Figures.
National,2007,April,Precious Metals,Gold,Kilograms,2564.2,615152.09,61.09,Final Figures.
National,2007,April,Precious Metals,Silver,Kilograms,122538.0,594356.169,55.114,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Lead,Tons,4939.0,108573.14,58.841,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Copper,Tons,34178.0,2916157.261,152.683,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Zinc,Tons,34639.0,1353793.278,104.622,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Antimony,Tons,21.0,0.0,66.316,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Arsenic,Tons,197.0,1696.57,460.819,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Bismuth,Tons,77.0,23499.816,81.625,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Tin,Tons,1.0,158.895,80.0,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Cadmium,Tons,138.0,9324.564,106.839,Final Figures.
National,2007,April,Non-Ferrous Industrial Metals,Molybdenum,Tons,577.0,388956.862,88.633,Final Figures.
National,2007,April,Steel Metals and Minerals,Non-Coking Coal,Tons,975032.0,410727.399,112.475,Final Figures.
National,2007,April,Steel Metals and Minerals,Coke,Tons,126496.0,350612.252,98.098,Final Figures.
National,2007,April,Steel Metals and Minerals,Iron Pellets,Tons,616336.0,370909.509,95.73,Final Figures.
National,2007,April,Steel Metals and Minerals,Manganese,Tons,15486.0,22048.945,109.372,Final Figures.
National,2007,April,Non-Metallic Minerals,Sulfur,Tons,91559.0,30058.139,105.533,Final Figures.
National,2007,April,Non-Metallic Minerals,Graphite,Tons,768.0,1059.948,127.487,Final Figures.
National,2007,April,Non-Metallic Minerals,Barite,Tons,15855.0,19247.352,135.836,Final Figures.
National,2007,April,Non-Metallic Minerals,Dolomite,Tons,80262.0,6776.755,78.051,Final Figures.
National,2007,April,Non-Metallic Minerals,Fluorite,Tons,84595.0,118362.279,95.981,Final Figures.
National,2007,April,Non-Metallic Minerals,Kaolin,Tons,8435.0,14757.688,118.954,Final Figures.
National,2007,April,Non-Metallic Minerals,Silica Sand,Tons,227363.0,87314.213,98.175,Final Figures.
National,2007,April,Non-Metallic Minerals,Gypsum,Tons,501766.0,44593.965,117.254,Final Figures.
National,2007,April,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,April,Non-Metallic Minerals,Wollastonite,Tons,4935.0,13547.098,126.42,Final Figures.
National,2007,April,Non-Metallic Minerals,Celestite,Tons,13735.0,6936.964,556.43,Final Figures.
National,2007,April,Non-Metallic Minerals,Feldspar,Tons,33096.0,13456.105,89.144,Final Figures.
National,2007,April,Non-Metallic Minerals,Salt,Tons,542121.0,81463.427,73.852,Final Figures.
National,2007,April,Non-Metallic Minerals,Diatomite,Tons,7784.0,18602.522,72.671,Final Figures.
National,2007,April,Non-Metallic Minerals,Sodium Sulfate,Tons,49500.0,55696.063,96.117,Final Figures.
National,2007,April,Non-Metallic Minerals,Magnesium Sulfate,Tons,3000.0,3816.06,83.618,Final Figures.
National,2007,May,Precious Metals,Gold,Kilograms,3472.0,807007.069,82.724,Final Figures.
National,2007,May,Precious Metals,Silver,Kilograms,215324.0,988793.642,96.846,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Lead,Tons,10513.0,239071.249,125.248,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Copper,Tons,34909.0,2903032.139,155.948,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Zinc,Tons,33852.0,1403592.964,102.245,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Antimony,Tons,48.0,0.0,151.579,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Bismuth,Tons,103.0,35205.236,109.187,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Tin,Tons,2.0,317.718,160.0,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Cadmium,Tons,119.0,13199.082,92.129,Final Figures.
National,2007,May,Non-Ferrous Industrial Metals,Molybdenum,Tons,544.0,404572.24,83.564,Final Figures.
National,2007,May,Steel Metals and Minerals,Non-Coking Coal,Tons,924783.0,392964.147,106.678,Final Figures.
National,2007,May,Steel Metals and Minerals,Coke,Tons,129909.0,359394.288,100.744,Final Figures.
National,2007,May,Steel Metals and Minerals,Iron Pellets,Tons,534773.0,325022.068,83.061,Final Figures.
National,2007,May,Steel Metals and Minerals,Manganese,Tons,21188.0,29725.069,149.643,Final Figures.
National,2007,May,Non-Metallic Minerals,Sulfur,Tons,89358.0,32612.153,102.996,Final Figures.
National,2007,May,Non-Metallic Minerals,Graphite,Tons,934.0,1299.473,155.042,Final Figures.
National,2007,May,Non-Metallic Minerals,Barite,Tons,15997.0,18432.063,137.053,Final Figures.
National,2007,May,Non-Metallic Minerals,Dolomite,Tons,93920.0,8078.686,91.333,Final Figures.
National,2007,May,Non-Metallic Minerals,Fluorite,Tons,89099.0,120717.919,101.091,Final Figures.
National,2007,May,Non-Metallic Minerals,Kaolin,Tons,8030.0,15061.544,113.242,Final Figures.
National,2007,May,Non-Metallic Minerals,Silica Sand,Tons,234313.0,93725.2,101.176,Final Figures.
National,2007,May,Non-Metallic Minerals,Gypsum,Tons,636993.0,53441.148,148.855,Final Figures.
National,2007,May,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,May,Non-Metallic Minerals,Wollastonite,Tons,3888.0,8726.838,99.599,Final Figures.
National,2007,May,Non-Metallic Minerals,Celestite,Tons,8785.0,4368.517,355.896,Final Figures.
National,2007,May,Non-Metallic Minerals,Feldspar,Tons,34338.0,13230.431,92.489,Final Figures.
National,2007,May,Non-Metallic Minerals,Salt,Tons,709222.0,121462.798,96.616,Final Figures.
National,2007,May,Non-Metallic Minerals,Diatomite,Tons,8060.0,22120.122,75.247,Final Figures.
National,2007,May,Non-Metallic Minerals,Sodium Sulfate,Tons,51500.0,56840.138,100.0,Final Figures.
National,2007,May,Non-Metallic Minerals,Magnesium Sulfate,Tons,3500.0,4438.469,97.554,Final Figures.
National,2007,June,Precious Metals,Gold,Kilograms,3197.3,729799.29,76.172,Final Figures.
National,2007,June,Precious Metals,Silver,Kilograms,252037.0,1154704.014,113.359,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Lead,Tons,5902.0,155093.193,70.314,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Copper,Tons,29886.0,2420253.433,133.509,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Zinc,Tons,35055.0,1368273.83,105.878,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Antimony,Tons,21.0,0.0,66.316,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Bismuth,Tons,101.0,38347.14,107.067,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Tin,Tons,2.0,316.727,160.0,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Cadmium,Tons,113.0,15225.999,87.484,Final Figures.
National,2007,June,Non-Ferrous Industrial Metals,Molybdenum,Tons,610.0,469776.558,93.702,Final Figures.
National,2007,June,Steel Metals and Minerals,Non-Coking Coal,Tons,922657.0,389877.015,106.433,Final Figures.
National,2007,June,Steel Metals and Minerals,Coke,Tons,125398.0,357177.519,97.246,Final Figures.
National,2007,June,Steel Metals and Minerals,Iron Pellets,Tons,536538.0,338558.026,83.335,Final Figures.
National,2007,June,Steel Metals and Minerals,Manganese,Tons,1487.0,2087.607,10.502,Final Figures.
National,2007,June,Non-Metallic Minerals,Sulfur,Tons,87087.0,30999.016,100.378,Final Figures.
National,2007,June,Non-Metallic Minerals,Graphite,Tons,929.0,1230.362,154.212,Final Figures.
National,2007,June,Non-Metallic Minerals,Barite,Tons,11260.0,14835.906,96.469,Final Figures.
National,2007,June,Non-Metallic Minerals,Dolomite,Tons,105991.0,9383.913,103.071,Final Figures.
National,2007,June,Non-Metallic Minerals,Fluorite,Tons,73109.0,99254.241,82.949,Final Figures.
National,2007,June,Non-Metallic Minerals,Kaolin,Tons,6834.0,8692.032,96.376,Final Figures.
National,2007,June,Non-Metallic Minerals,Silica Sand,Tons,264196.0,97852.122,114.079,Final Figures.
National,2007,June,Non-Metallic Minerals,Gypsum,Tons,465432.0,40719.234,108.764,Final Figures.
National,2007,June,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,June,Non-Metallic Minerals,Wollastonite,Tons,3454.0,8256.4,88.481,Final Figures.
National,2007,June,Non-Metallic Minerals,Celestite,Tons,12436.0,6196.041,503.805,Final Figures.
National,2007,June,Non-Metallic Minerals,Feldspar,Tons,43814.0,17178.593,118.012,Final Figures.
National,2007,June,Non-Metallic Minerals,Salt,Tons,720040.0,136423.736,98.09,Final Figures.
National,2007,June,Non-Metallic Minerals,Diatomite,Tons,7432.0,14950.932,69.384,Final Figures.
National,2007,June,Non-Metallic Minerals,Sodium Sulfate,Tons,48000.0,52396.656,93.204,Final Figures.
National,2007,June,Non-Metallic Minerals,Magnesium Sulfate,Tons,2650.0,3375.679,73.862,Final Figures.
National,2007,July,Precious Metals,Gold,Kilograms,3519.0,813944.124,83.844,Final Figures.
National,2007,July,Precious Metals,Silver,Kilograms,235648.0,1060270.744,105.987,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Lead,Tons,8912.0,296909.468,106.174,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Copper,Tons,26964.0,2323176.511,120.456,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Zinc,Tons,31729.0,1215997.087,95.832,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Antimony,Tons,37.0,0.0,116.842,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Bismuth,Tons,101.0,41562.491,107.067,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Tin,Tons,2.0,329.911,160.0,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Cadmium,Tons,112.0,13523.616,86.71,Final Figures.
National,2007,July,Non-Ferrous Industrial Metals,Molybdenum,Tons,573.0,426470.766,88.018,Final Figures.
National,2007,July,Steel Metals and Minerals,Non-Coking Coal,Tons,814122.0,342638.099,93.913,Final Figures.
National,2007,July,Steel Metals and Minerals,Coke,Tons,129421.0,346502.079,100.366,Final Figures.
National,2007,July,Steel Metals and Minerals,Iron Pellets,Tons,537625.0,351203.25,83.504,Final Figures.
National,2007,July,Steel Metals and Minerals,Manganese,Tons,14239.0,19939.086,100.565,Final Figures.
National,2007,July,Non-Metallic Minerals,Sulfur,Tons,83447.0,30684.311,96.183,Final Figures.
National,2007,July,Non-Metallic Minerals,Graphite,Tons,873.0,1250.192,144.916,Final Figures.
National,2007,July,Non-Metallic Minerals,Barite,Tons,13430.0,17072.793,115.06,Final Figures.
National,2007,July,Non-Metallic Minerals,Dolomite,Tons,92812.0,7984.74,90.255,Final Figures.
National,2007,July,Non-Metallic Minerals,Fluorite,Tons,79318.0,113287.52,89.994,Final Figures.
National,2007,July,Non-Metallic Minerals,Kaolin,Tons,6167.0,9821.397,86.969,Final Figures.
National,2007,July,Non-Metallic Minerals,Silica Sand,Tons,223436.0,89755.582,96.479,Final Figures.
National,2007,July,Non-Metallic Minerals,Gypsum,Tons,395207.0,34443.08,92.353,Final Figures.
National,2007,July,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,July,Non-Metallic Minerals,Wollastonite,Tons,3620.0,7813.897,92.733,Final Figures.
National,2007,July,Non-Metallic Minerals,Celestite,Tons,7172.0,3564.033,290.551,Final Figures.
National,2007,July,Non-Metallic Minerals,Feldspar,Tons,31986.0,12884.505,86.154,Final Figures.
National,2007,July,Non-Metallic Minerals,Salt,Tons,693848.0,122330.967,94.522,Final Figures.
National,2007,July,Non-Metallic Minerals,Diatomite,Tons,6406.0,15149.069,59.806,Final Figures.
National,2007,July,Non-Metallic Minerals,Sodium Sulfate,Tons,49500.0,54376.592,96.117,Final Figures.
National,2007,July,Non-Metallic Minerals,Magnesium Sulfate,Tons,3000.0,3893.304,83.618,Final Figures.
National,2007,August,Precious Metals,Gold,Kilograms,4024.9,950393.451,95.9,Final Figures.
National,2007,August,Precious Metals,Silver,Kilograms,180078.0,788299.847,80.994,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Lead,Tons,5587.0,192410.973,66.561,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Copper,Tons,25940.0,2151890.909,115.881,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Zinc,Tons,38248.0,1373500.834,115.522,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Antimony,Tons,52.0,0.0,164.211,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Bismuth,Tons,97.0,36966.641,102.827,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Tin,Tons,2.0,344.903,160.0,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Cadmium,Tons,150.0,15361.123,116.129,Final Figures.
National,2007,August,Non-Ferrous Industrial Metals,Molybdenum,Tons,432.0,329819.314,66.359,Final Figures.
National,2007,August,Steel Metals and Minerals,Non-Coking Coal,Tons,1062799.0,436152.589,122.599,Final Figures.
National,2007,August,Steel Metals and Minerals,Coke,Tons,133474.0,359157.045,103.509,Final Figures.
National,2007,August,Steel Metals and Minerals,Iron Pellets,Tons,572987.0,375731.63,88.997,Final Figures.
National,2007,August,Steel Metals and Minerals,Manganese,Tons,17150.0,24539.724,121.124,Final Figures.
National,2007,August,Non-Metallic Minerals,Sulfur,Tons,74948.0,41695.796,86.387,Final Figures.
National,2007,August,Non-Metallic Minerals,Graphite,Tons,922.0,1249.615,153.05,Final Figures.
National,2007,August,Non-Metallic Minerals,Barite,Tons,20043.0,25765.898,171.716,Final Figures.
National,2007,August,Non-Metallic Minerals,Dolomite,Tons,86736.0,7940.916,84.347,Final Figures.
National,2007,August,Non-Metallic Minerals,Fluorite,Tons,82354.0,116878.609,93.438,Final Figures.
National,2007,August,Non-Metallic Minerals,Kaolin,Tons,6431.0,12878.22,90.678,Final Figures.
National,2007,August,Non-Metallic Minerals,Silica Sand,Tons,253373.0,93843.532,109.406,Final Figures.
National,2007,August,Non-Metallic Minerals,Gypsum,Tons,475782.0,42648.173,111.182,Final Figures.
National,2007,August,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,August,Non-Metallic Minerals,Wollastonite,Tons,4207.0,10428.585,107.77,Final Figures.
National,2007,August,Non-Metallic Minerals,Celestite,Tons,4465.0,2264.822,180.885,Final Figures.
National,2007,August,Non-Metallic Minerals,Feldspar,Tons,32967.0,13528.272,88.796,Final Figures.
National,2007,August,Non-Metallic Minerals,Salt,Tons,777988.0,126235.632,105.984,Final Figures.
National,2007,August,Non-Metallic Minerals,Diatomite,Tons,7043.0,16837.292,65.753,Final Figures.
National,2007,August,Non-Metallic Minerals,Sodium Sulfate,Tons,50500.0,55206.348,98.058,Final Figures.
National,2007,August,Non-Metallic Minerals,Magnesium Sulfate,Tons,1900.0,2518.496,52.958,Final Figures.
National,2007,September,Precious Metals,Gold,Kilograms,3286.5,833575.835,78.292,Final Figures.
National,2007,September,Precious Metals,Silver,Kilograms,207268.0,950907.247,93.223,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Lead,Tons,4667.0,166208.171,55.601,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Copper,Tons,22318.0,1884121.641,99.701,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Zinc,Tons,35009.0,1113336.15,105.739,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Antimony,Tons,52.0,0.0,164.211,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Bismuth,Tons,83.0,34374.108,87.986,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Tin,Tons,2.0,340.125,160.0,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Cadmium,Tons,131.0,11494.649,101.419,Final Figures.
National,2007,September,Non-Ferrous Industrial Metals,Molybdenum,Tons,463.0,353338.628,71.121,Final Figures.
National,2007,September,Steel Metals and Minerals,Non-Coking Coal,Tons,1112411.0,512973.849,128.322,Final Figures.
National,2007,September,Steel Metals and Minerals,Coke,Tons,125581.0,326600.39,97.388,Final Figures.
National,2007,September,Steel Metals and Minerals,Iron Pellets,Tons,636525.0,401376.927,98.865,Final Figures.
National,2007,September,Steel Metals and Minerals,Manganese,Tons,12373.0,17697.959,87.386,Final Figures.
National,2007,September,Non-Metallic Minerals,Sulfur,Tons,64887.0,17744.839,74.79,Final Figures.
National,2007,September,Non-Metallic Minerals,Graphite,Tons,601.0,829.142,99.765,Final Figures.
National,2007,September,Non-Metallic Minerals,Barite,Tons,16435.0,18441.352,140.805,Final Figures.
National,2007,September,Non-Metallic Minerals,Dolomite,Tons,85390.0,7739.469,83.038,Final Figures.
National,2007,September,Non-Metallic Minerals,Fluorite,Tons,75874.0,107580.227,86.086,Final Figures.
National,2007,September,Non-Metallic Minerals,Kaolin,Tons,7256.0,8266.63,102.327,Final Figures.
National,2007,September,Non-Metallic Minerals,Silica Sand,Tons,281760.0,115867.038,121.664,Final Figures.
National,2007,September,Non-Metallic Minerals,Gypsum,Tons,437249.0,39318.277,102.178,Final Figures.
National,2007,September,Non-Metallic Minerals,Phosphate Rock,Tons,0.0,0.0,0.0,Final Figures.
National,2007,September,Non-Metallic Minerals,Wollastonite,Tons,3476.0,9253.046,89.044,Final Figures.
National,2007,September,Non-Metallic Minerals,Celestite,Tons,3845.0,1942.447,155.768,Final Figures.
National,2007,September,Non-Metallic Minerals,Feldspar,Tons,43877.0,16434.832,118.182,Final Figures.
National,2007,September,Non-Metallic Minerals,Salt,Tons,679115.0,113625.48,92.515,Final Figures.
National,2007,September,Non-Metallic Minerals,Diatomite,Tons,6326.0,14894.434,59.059,Final Figures.
National,2007,September,Non-Metallic Minerals,Sodium Sulfate,Tons,49000.0,54308.758,95.146,Final Figures.
National,2007,September,Non-Metallic Minerals,Magnesium Sulfate,Tons,3150.0,4287.222,87.799,Final Figures.
National,2007,October,Precious Metals,Gold,Kilograms,2898.6,761818.702,69.072,Final Figures.
National,2007,October,Precious Metals,Silver,Kilograms,204528.0,977474.526,91.991,Final Figures.
National,2007,October,Non-Ferrous Industrial Metals,Lead,Tons,10050.0,404961.241,119.732,Final Figures.
National,2007,October,Non-Ferrous Industrial Metals,Copper,Tons,20189.0,1751492.526,90.19,Final Figures.
National,2007,October,Non-Ferrous Industrial Metals,Zinc,Tons,34786.0,1121228.973,105.066,Final Figures.
National,2007,October,Non-Ferrous Industrial Metals,Antimony,Tons,23.0,0.0,72.632,Final Figures.
